municipio;parroquia;nombre;tipo_centro;situacion;latitud;longitud
MP. SOTILLO;PQ. POZUELOS;ESCUELA BOLIVARIANA DOCTOR JULIAN TEMISTOCLES MAZA;EDUCACION BASICA;Cerrado;10.22452002;-64.62896103
MP. SIMON RODRIGUEZ;CM. EL TIGRE;COLEGIO SAN ANTONIO;EDUCACION BASICA Y SECUNDARIA;Cerrado;8.88782103;-64.24869897
MP. SIMON RODRIGUEZ;CM. EL TIGRE;GRUPO ESCOLAR SIMON RODRIGUEZ;GRUPO ESCOLAR;Cerrado;8.88886701;-64.25946702
MP. SIMON RODRIGUEZ;CM. EL TIGRE;UNIDAD EDUCATIVA BOLIVARIANA DOCTOR JOSE RAFAEL REVENGA;UNIDAD EDUCATIVA;Cerrado;8.89036002;-64.238049
MP. SIMON RODRIGUEZ;CM. EL TIGRE;ESCUELA BASICA JOSE ANTONIO ANZOATEGUI;EDUCACION BASICA;Cerrado;8.890677;-64.26903897
MP. SIMON RODRIGUEZ;CM. EL TIGRE;UNIDAD EDUCATIVA MANUEL CARLOS PIAR;UNIDAD EDUCATIVA;Cerrado;8.89137504;-64.251441
MP. ANACO;PQ. ANACO;ESCUELA  BASICA  23 DE ENERO;EDUCACION BASICA;Cerrado;9.425565;-64.48358799
MP. SIMON RODRIGUEZ;CM. EL TIGRE;JARDIN DE INFANCIA LA CHARNECA;EDUCACION INICIAL;Cerrado;8.89166601;-64.27158903
MP. BOLIVAR;PQ. NARICUAL;UNIDAD EDUCATIVA QUERECUAL II NUCLEO DE EDUCACION RURAL 311;UNIDAD EDUCATIVA;Cerrado;9.95358402;-64.51796799
MP. SIMON RODRIGUEZ;CM. EL TIGRE;ESCUELA DE MANUALIDADES MARIA ANTONIA BOLIVAR;EDUCACION BASICA;Cerrado;8.89204896;-64.25052201
MP. ANACO;PQ. ANACO;COLEGIO PRIVADO EULALIA RAMOS SANCHEZ;EDUCACION BASICA Y SECUNDARIA;Cerrado;9.43188201;-64.48274001
MP. BOLIVAR;PQ. NARICUAL;UNIDAD EDUCATIVA JOSEFINA DE HERNANDEZ CAMEJO;UNIDAD EDUCATIVA;Cerrado;10.069236;-64.54516401
MP. SIMON RODRIGUEZ;CM. EL TIGRE;UNIDAD EDUCATIVA FERMIN TORO;UNIDAD EDUCATIVA;Cerrado;8.89208496;-64.24917201
MP. ANACO;PQ. ANACO;JARDIN DE INFANCIA 23 DE ENERO;EDUCACION INICIAL;Cerrado;9.42626403;-64.48264299
MP. SIMON RODRIGUEZ;CM. EL TIGRE;JARDIN DE INFANCIA  ROSALIA DE HERRERA;EDUCACION INICIAL;Cerrado;8.89222104;-64.276686
MP. BOLIVAR;PQ. EL CARMEN;UNIDAD EDUCATIVA JOSE RAMON CAMEJO;UNIDAD EDUCATIVA;Cerrado;10.17075501;-64.67654601
MP. BOLIVAR;PQ. NARICUAL;ESCUELA EL FRANCES;EDUCACION BASICA;Cerrado;10.070073;-64.48620204
MP. SIMON RODRIGUEZ;CM. EL TIGRE;UNIDAD EDUCATIVA DOCTOR RAUL LEONI;UNIDAD EDUCATIVA;Cerrado;8.89293996;-64.25334297
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA JUAN PABLO SOJO;UNIDAD EDUCATIVA;Cerrado;9.423099;-64.48194504
MP. SOTILLO;PQ. POZUELOS;CENTRO DE EDUCACION INICIAL EL AMPARO ANEXO TERRAZA;EDUCACION INICIAL;Cerrado;10.17651582;-64.63207683
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA DOCTOR AGUSTIN RAFAEL HERNANDEZ;UNIDAD EDUCATIVA;Cerrado;9.43414596;-64.48067397
MP. BOLIVAR;PQ. EL CARMEN;UNIDAD EDUCATIVA ALBERTO LOVERA;UNIDAD EDUCATIVA;Cerrado;10.17963396;-64.66304097
MP. BOLIVAR;PQ. NARICUAL;NUCLEO ESCOLAR RURAL 212 CARINAGUA;EDUCACION BASICA;Cerrado;10.07304102;-64.47567996
MP. ANACO;PQ. ANACO;LICEO BOLIVARIANO JOSE MANUEL MATUTE SALAZAR;LICEO;Cerrado;9.41865696;-64.48025799
MP. L/DIEGO BAUTISTA;PQ. EL MORRO;COLEGIO HUMBOLT;EDUCACION BASICA Y SECUNDARIA;Cerrado;10.18003797;-64.66789602
MP. ANACO;PQ. ANACO;ESCUELA  BASICA  PEDRO  HERRERA;EDUCACION BASICA;Cerrado;9.41749299;-64.47675303
MP. SOTILLO;PQ. POZUELOS;ESCUELA ESTADAL LAS LAJAS;EDUCACION BASICA;Cerrado;10.09931301;-64.53755802
MP. L/DIEGO BAUTISTA;PQ. EL MORRO;INSTITUTO UNIVERSITARIO DE TECNOLOGIA RODOLFO LOERO ARISMENDI (I.U.T.I.R.L.A.);INSTITUTO UNIVERSITARIO;Cerrado;10.18069803;-64.67076198
MP. BOLIVAR;PQ. EL PILAR;ESCUELA BOLIVARIANA DOCTOR PEDRO GARRON NU?EZ;EDUCACION BASICA;Cerrado;9.94188897;-64.78351398
MP. SOTILLO;PQ. POZUELOS;CENTRO DE EDUCACION INICIAL AMPARO;EDUCACION INICIAL;Cerrado;10.18118799;-64.63039698
MP. SIMON RODRIGUEZ;CM. EL TIGRE;CICLO BASICO DOCTOR JUAN PABLO ROJAS PAUL;EDUCACION BASICA;Cerrado;8.89812999;-64.23982002
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BOLIVARIANA LA ESPERANZA;EDUCACION BASICA;Cerrado;9.98091;-64.75348503
MP. SOTILLO;PQ. POZUELOS;ESCUELA BOLIVARIANA SABANA LARGA NUCLEO ESCOLAR RURAL 039;EDUCACION BASICA;Cerrado;10.10111796;-64.55185704
MP. SIMON RODRIGUEZ;CM. EL TIGRE;GRUPO ESCOLAR DIEGO BAUTISTA URBANEJA;GRUPO ESCOLAR;Cerrado;8.89821396;-64.24943499
MP. SOTILLO;PQ. POZUELOS;ESCUELA EZEQUIEL ZAMORA;EDUCACION BASICA;Cerrado;10.18197297;-64.61437896
MP. FREITES;PQ. SANTA ROSA;ESCUELA NACIONAL INDIGENA BOLIVARIANA PARAMAN;EDUCACION BASICA;Cerrado;9.57564603;-63.93437397
MP. BOLIVAR;PQ. EL PILAR;ESCUELA CONCENTRADA NUMERO 1240 LA CALERIA;EDUCACION BASICA;Cerrado;9.86893299;-64.75880304
MP. SOTILLO;PQ. POZUELOS;ESCUELA  BASICA CREACION SAN DIEGO;EDUCACION BASICA;Cerrado;10.11209796;-64.57362003
MP. SIMON RODRIGUEZ;CM. EL TIGRE;CENTRO DE EDUCACION Y RECUPERACION NUTRICIONAL PASTOR OROPEZA;EDUCACION BASICA Y SECUNDARIA;Cerrado;8.89832196;-64.23850197
MP. SIMON RODRIGUEZ;CM. EL TIGRE;LICEO BRICE?O MENDEZ;LICEO;Cerrado;8.89956702;-64.26271701
MP. SOTILLO;PQ. POZUELOS;UNIDAD EDUCATIVA MIGUEL OTERO SILVA;UNIDAD EDUCATIVA;Cerrado;10.182699;-64.63071099
MP. SOTILLO;PQ. POZUELOS;ESCUELA ESTADAL CONCENTRADA 265 EL TIGRE;EDUCACION BASICA;Cerrado;10.120176;-64.498725
MP. BOLIVAR;PQ. SAN CRISTOBAL;COMPLEJO EDUCATIVA BICENTENARIO 19 DE ABRIL DE 1810 SANTA BARBARA;EDUCACION BASICA Y SECUNDARIA;Cerrado;10.03182903;-64.73850597
MP. SIMON RODRIGUEZ;CM. EL TIGRE;ESCUELA BASICA  ESTADAL MENCA DE LEONI;EDUCACION BASICA;Cerrado;8.90253198;-64.24111899
MP. SIMON RODRIGUEZ;CM. EL TIGRE;ESCUELA BASICA 12 DE MARZO;EDUCACION BASICA;Cerrado;8.90594604;-64.24728597
MP. SIMON RODRIGUEZ;CM. EL TIGRE;UNIDAD EDUCATIVA LOS CHAGUARAMOS;UNIDAD EDUCATIVA;Cerrado;8.90768304;-64.27647504
MP. SOTILLO;PQ. POZUELOS;ESCUELA GRADUADA RAFAEL FERNANDEZ PADILLA;EDUCACION BASICA;Cerrado;10.13250204;-64.56186099
MP. SOTILLO;PQ. POZUELOS;ESCUELA BOLIVARIANA BOQUERON;EDUCACION BASICA;Cerrado;10.14374601;-64.55006802
MP. SOTILLO;PQ. POZUELOS;ESCUELA BOLIVARIANA DE CARRASPOSO;EDUCACION BASICA;Cerrado;10.163538;-64.50709599
MP. SOTILLO;PQ. POZUELOS;ESCUELA UNITARIA NUMERO 283 EL LIMON;EDUCACION BASICA;Cerrado;10.17881298;-64.57609197
MP. SOTILLO;PQ. POZUELOS;GRUPO ESCOLAR CACIQUE PAISANA;GRUPO ESCOLAR;Cerrado;10.19608002;-64.61245098
MP. BOLIVAR;PQ. EL CARMEN;UNIDAD EDUCATIVA NUESTRA SE?ORA DE LOURDES II;UNIDAD EDUCATIVA;Cerrado;10.18422;-64.65372399
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA INDIGENA BOLIVARIANA SAN BERNANDINO;UNIDAD EDUCATIVA;Cerrado;9.96142896;-64.74125601
MP. SOTILLO;PQ. POZUELOS;GRUPO ESCOLAR CUEVA DE GUANIRE;GRUPO ESCOLAR;Cerrado;10.18436499;-64.62796797
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BASICA LOS POTOCOS NUCLEO ESCOLAR RURAL 371;EDUCACION BASICA;Cerrado;10.04178204;-64.73307501
MP. SOTILLO;PQ. POZUELOS;LICEO BOLIVARIANO GENERALISIMO FRANCISCO DE MIRANDA;LICEO;Cerrado;10.18471797;-64.61963604
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA BOLIVARIANA PARACACUAL NUMERO 24- 41;UNIDAD EDUCATIVA;Cerrado;9.98567298;-64.72353402
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BASICA ESTADAL NEGRO PRIMERO MAYORQUIN III;EDUCACION BASICA;Cerrado;10.19910501;-64.61044497
MP. SOTILLO;PQ. POZUELOS;CENTRO DE EDUCACION INICIAL SIMONCITO  LA FUNDACION;EDUCACION INICIAL;Cerrado;10.18539999;-64.63970001
MP. SOTILLO;PQ. POZUELOS;CENTRO DE EDUCACION INICIAL VALLE VERDE;EDUCACION INICIAL;Cerrado;10.20191004;-64.60506801
MP. LIBERTAD;PQ. EL CARITO;ESCUELA  ESTADAL JOSE GREGORIO MONAGAS;EDUCACION BASICA;Cerrado;9.78716196;-64.73967696
MP. SOTILLO;PQ. POZUELOS;ESCUELA VALLE LINDO;EDUCACION BASICA;Cerrado;10.20192804;-64.61183403
MP. BOLIVAR;PQ. EL PILAR;ESCUELA ESTADAL GUARIMATA;EDUCACION BASICA;Cerrado;9.89610399;-64.72061001
MP. SOTILLO;PQ. POZUELOS;ESCUELA VALLE VERDE;EDUCACION BASICA;Cerrado;10.20276702;-64.60524396
MP. SOTILLO;CM. PUERTO LA CRUZ;ESCUELA BASICA ESTADAL MANUEL MORENO HERNANDEZ;EDUCACION BASICA;Cerrado;10.18625202;-64.65120903
MP. SOTILLO;PQ. POZUELOS;PRE ESCOLAR LUISA CACERES DE ARISMENDI;EDUCACION INICIAL;Cerrado;10.20528702;-64.61239302
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA BOLIVARIANA CAMPO ALEGRE NUCLEO ESCOLAR RURAL  371;UNIDAD EDUCATIVA;Cerrado;9.95688297;-64.68644304
MP. SOTILLO;PQ. POZUELOS;LICEO CRISTOBAL COLON;LICEO;Cerrado;10.18759797;-64.63395603
MP. SOTILLO;PQ. POZUELOS;ESCUELA RURAL DE EDUCACION BASICA EL RESFRAN;EDUCACION BASICA;Cerrado;10.20600603;-64.611954
MP. SOTILLO;PQ. POZUELOS;ESCUELA  BASICA BARRIO SUCRE;EDUCACION BASICA;Cerrado;10.20720204;-64.608165
MP. SOTILLO;PQ. POZUELOS;GRUPO ESCOLAR ANIBAL DOMINICCI;GRUPO ESCOLAR;Cerrado;10.18885104;-64.63470096
MP. SOTILLO;PQ. POZUELOS;GRUPO ESCOLAR TEODORO QUIJADA WETTER;GRUPO ESCOLAR;Cerrado;10.20734199;-64.61227503
MP. SOTILLO;PQ. POZUELOS;ESCUELA BASICA DOCTOR ARMANDO ARMAS MOGNA;EDUCACION BASICA;Cerrado;10.189971;-64.62020997
MP. SOTILLO;PQ. POZUELOS;GUARDERIA MULTIHOGAR LA PEDRERA;GRUPO ESCOLAR;Cerrado;10.18999503;-64.62029997
MP. SOTILLO;PQ. POZUELOS;UNIDAD EDUCATIVA PRIVADA CARLOS SOUBLETTE;UNIDAD EDUCATIVA;Cerrado;10.190187;-64.63305
MP. MIRANDA;PQ. ATAPIRIRE;NUCLEO ESCOLAR RURAL 321 ALTAGRACIA DEL CARI;EDUCACION BASICA;Cerrado;8.56254897;-64.068228
MP. MIRANDA;PQ. ATAPIRIRE;ESCUELA RURAL NACIONAL AGUA CLARITA DE LIMO;EDUCACION BASICA;Cerrado;8.62821297;-64.12399398
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;UNIDAD EDUCATIVA LOS OLIVOS;UNIDAD EDUCATIVA;Cerrado;8.87230998;-64.15475103
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;CENTRO DE EDUCACION INICIAL BICENTENARIO;EDUCACION INICIAL;Cerrado;8.87408001;-64.16707401
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;PRE-ESCOLAR JARDIN DE INFANCIA SAN JOSE DE GUANIPA;EDUCACION INICIAL;Cerrado;8.87722704;-64.163196
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;UNIDAD EDUCATIVA RAFAEL MARCANO RODRIGUEZ;UNIDAD EDUCATIVA;Cerrado;8.879076;-64.16643501
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;ESCUELA BASICA EZEQUIEL ZAMORA;EDUCACION BASICA;Cerrado;8.88125499;-64.17999702
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;LICEO BOLIVARIANO GUANIPA;LICEO;Cerrado;8.88516396;-64.16631099
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;SIMONCITO COMUNITARIO PAULA CORREA;EDUCACION INICIAL;Cerrado;8.88728202;-64.15749603
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;ESCUELA RURAL ESTADAL BASICA LA FLORESTA;EDUCACION BASICA;Cerrado;8.88756399;-64.16787402
MP. SIMON RODRIGUEZ;CM. EL TIGRE;COLEGIO DOCTOR JOSE MARIA VARGAS;EDUCACION BASICA Y SECUNDARIA;Cerrado;8.88767703;-64.20147102
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;GRUPO ESCOLAR RAFAEL MEDINA GARCIA;GRUPO ESCOLAR;Cerrado;8.88890004;-64.160253
MP. SIMON RODRIGUEZ;CM. EL TIGRE;GRUPO ESCOLAR RIGOBERTO PARACO;GRUPO ESCOLAR;Cerrado;8.890569;-64.23421203
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;UNIDAD EDUCATIVA INSTITUTO PRIVADO JOSE GIL FORTOUL.;UNIDAD EDUCATIVA;Cerrado;8.89248204;-64.17118197
MP. SIMON RODRIGUEZ;CM. EL TIGRE;UNIDAD EDUCATIVA VALLE DE GUANIPA;UNIDAD EDUCATIVA;Cerrado;8.89359804;-64.22204997
MP. GUANIPA;CM. SAN JOSE DE GUANIPA;UNIDAD EDUCATIVA MARIO BRICE?O IRAGORRI;UNIDAD EDUCATIVA;Cerrado;8.89628004;-64.163016
MP. FREITES;PQ. URICA;LICEO BOLIVARIANO FRANCISCO CARVAJAL;LICEO;Cerrado;9.712008;-64.00798803
MP. FREITES;PQ. URICA;UNIDAD EDUCATIVA  BLAS FARI?A;UNIDAD EDUCATIVA;Cerrado;9.71208603;-64.00852596
MP. GUANTA;PQ. CHORRERON;UNIDAD EDUCATIVA LUISA CACERES DE ARISMENDI;UNIDAD EDUCATIVA;Cerrado;10.22005098;-64.59007896
MP. GUANTA;PQ. CHORRERON;ESCUELA CONCENTRADA NUMERO 106-267 EL CHAPARRO;EDUCACION BASICA;Cerrado;10.22808402;-64.546344
MP. SOTILLO;CM. PUERTO LA CRUZ;GRUPO ESCOLAR GUARAGUAOS;GRUPO ESCOLAR;Cerrado;10.23082704;-64.62418599
MP. GUANTA;PQ. GUANTA;GRUPO ESCOLAR SANDALIO GOMEZ;GRUPO ESCOLAR;Cerrado;10.23423102;-64.59543297
MP. GUANTA;PQ. GUANTA;CENTRO DE EDUCACION INICIAL BOLIVARIANO CACIQUE GUANTAR;EDUCACION INICIAL;Cerrado;10.234269;-64.59596298
MP. GUANTA;PQ. CHORRERON;ESCUELA GRADUADA ENRIQUE STOLK;EDUCACION BASICA;Cerrado;10.23454701;-64.55911896
MP. GUANTA;PQ. GUANTA;UNIDAD EDUCATIVA JUAN VICENTE GONZALEZ;UNIDAD EDUCATIVA;Cerrado;10.23503004;-64.60881804
MP. GUANTA;PQ. GUANTA;LICEO BOLIVARIANO MANUEL REYES BRAVO;LICEO;Cerrado;10.23546798;-64.596591
MP. GUANTA;PQ. GUANTA;JARDIN DE INFANCIA GUANTA;EDUCACION INICIAL;Cerrado;10.23820497;-64.60126299
MP. GUANTA;PQ. GUANTA;UNIDAD EDUCATIVA CIUDAD DE GUANTA;UNIDAD EDUCATIVA;Cerrado;10.24018299;-64.59226704
MP. GUANTA;PQ. GUANTA;UNIDAD EDUCATIVA ESTADAL LA PLAYA;UNIDAD EDUCATIVA;Cerrado;10.24103304;-64.59022602
MP. GUANTA;PQ. CHORRERON;ESCUELA OFICIAL COMBINADA LA LAGUNA NUCLEO ESCOLAR RURAL 310;EDUCACION BASICA;Cerrado;10.24296003;-64.533681
MP. FREITES;CM. CANTAURA;ESCUELA BOLIVARIANA BAJO HONDO;EDUCACION BASICA;Cerrado;9.046035;-64.30840902
MP. FREITES;CM. CANTAURA;ESCUELA CONCENTRADA MIXTA NUMERO 115-165-1747-216;EDUCACION BASICA;Cerrado;9.06430599;-64.32460902
MP. FREITES;CM. CANTAURA;ESCUELA PREBISTERO EDUARDO MARTINEZ;EDUCACION BASICA;Cerrado;9.21283596;-64.36178802
MP. FREITES;CM. CANTAURA;ESCUELA BOLIVARIANA BARBONERO;EDUCACION BASICA;Cerrado;9.30663603;-64.37377602
MP. FREITES;CM. CANTAURA;CENTRO DE EDUCACION INICIAL BOLIVARIANO LAS KARI?ITAS;EDUCACION INICIAL;Cerrado;9.31104702;-64.37497203
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA ESPECIAL JULIO VICENTE APONTE BELISARIO;UNIDAD EDUCATIVA;Cerrado;9.40859001;-64.4625
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA ANTONIO JOSE DE SUCRE;UNIDAD EDUCATIVA;Cerrado;9.41341797;-64.46505897
MP. ANACO;PQ. ANACO;ESCUELA  RURAL B  KILOMETRO 5;EDUCACION BASICA;Cerrado;9.41650704;-64.45902501
MP. ANACO;PQ. ANACO;ESCUELA BASICA CREACION ANACO;EDUCACION BASICA;Cerrado;9.41880402;-64.46455902
MP. ANACO;PQ. ANACO;ESCUELA BASICA NACIONAL FRAY NICOLAS DE ODENA;EDUCACION BASICA;Cerrado;9.41891796;-64.467036
MP. ANACO;PQ. ANACO;ESCUELA BASICA NACIONAL BICENTENARIO SIMON BOLIVAR;EDUCACION BASICA;Cerrado;9.42134103;-64.46656602
MP. ANACO;PQ. ANACO;CENTRO INTEGRAL DOCTOR EDUARDO CABRERA AMARAL;EDUCACION INICIAL;Cerrado;9.42386598;-64.46815002
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA  LIBERTADOR SIMON BOLIVAR;UNIDAD EDUCATIVA;Cerrado;9.42492204;-64.47196899
MP. ANACO;PQ. ANACO;ESCUELA DOCTOR RAUL LEONI;EDUCACION BASICA;Cerrado;9.42655797;-64.45874502
MP. ANACO;PQ. ANACO;ESCUELA BOLIVARIANA ENURUU TAPIJHA;EDUCACION BASICA;Cerrado;9.43450002;-64.4364
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA ROBERTO CASTILLO CARDIER;UNIDAD EDUCATIVA;Cerrado;9.43502598;-64.47993804
MP. ANACO;PQ. ANACO;ESCUELA  BASICA MERCEDES DE PEREZ FREITES;EDUCACION BASICA;Cerrado;9.43507998;-64.47786804
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA ALI PRIMERA NUCLEO EDUCATIVO RURAL 144;UNIDAD EDUCATIVA;Cerrado;9.43788996;-64.43299998
MP. ANACO;PQ. ANACO;UNIDAD  EDUCATIVA  ANACO PDVSA;UNIDAD EDUCATIVA;Cerrado;9.43904601;-64.48175901
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA DE CAPACITACION DE ADULTOS CAMINO NUEVO 1;EDUCACION BASICA;Cerrado;10.12656096;-64.68515496
MP. CAJIGAL;CM. ONOTO;UNIDAD EDUCATIVA LAS VEGUITAS;UNIDAD EDUCATIVA;Cerrado;9.56214603;-65.24802
MP. BOLIVAR;PQ. SAN CRISTOBAL;LICEO BOLIVARIANO CORONEL JUAN BAUTISTA BIDEAUX;LICEO;Cerrado;10.127187;-64.68970599
MP. CAJIGAL;CM. ONOTO;UNIDAD EDUCATIVA NACIONAL EL COROZO;UNIDAD EDUCATIVA;Cerrado;9.59514498;-65.19469401
MP. BOLIVAR;PQ. SAN CRISTOBAL;CENTRO EDUCACIONAL INICIAL LYA IMBER DE CORONIL;EDUCACION INICIAL;Cerrado;10.12891896;-64.69816599
MP. CAJIGAL;CM. ONOTO;LICEO BOLIVARIANO TOMAS IGNACIO POTENTINI;LICEO;Cerrado;9.59658804;-65.19424797
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA DOCTOR JOSE TADEO ARREAZA CALATRAVA;EDUCACION BASICA;Cerrado;10.13021703;-64.68518304
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA SIMON BOLIVAR 29 DE MARZO;UNIDAD EDUCATIVA;Cerrado;10.13244003;-64.69648497
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA DE ARTES PLASTICAS ARMANDO REVERON;EDUCACION BASICA;Cerrado;10.13244003;-64.688526
MP. CAJIGAL;CM. ONOTO;CENTRO DE CAPACITACION ARGUINDEGUIZ DE ANZOATEGUI;CENTRO DE CAPACITACION;Cerrado;9.59680503;-65.19043602
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA NACIONAL 29 DE MARZO;UNIDAD EDUCATIVA;Cerrado;10.13275701;-64.69222401
MP. CAJIGAL;CM. ONOTO;ESCUELA BOLIVARIANA LA ENCANTADA  NUMERO 55-1310;EDUCACION BASICA;Cerrado;9.69990102;-65.17147203
MP. BOLIVAR;PQ. EL CARMEN;ESCUELA ESTADAL CONSUELO NAVAS TOVAR;EDUCACION BASICA;Cerrado;10.13327901;-64.67369904
MP. MC GREGOR;PQ.TOMAS ALFARO CALATRAVA;ESCUELA UNITARIA NUCLEO EDUCACION RURAL  LAS RUYAS;EDUCACION BASICA;Cerrado;9.39037104;-65.18398401
MP. BOLIVAR;PQ. SAN CRISTOBAL;COMPLEJO EDUCATIVO NUESTRA SE?ORA DEL VALLE;EDUCACION BASICA Y SECUNDARIA;Cerrado;10.133559;-64.69186302
MP. MC GREGOR;PQ.TOMAS ALFARO CALATRAVA;ESCUELA CONCENTRADA NUMERO 1836-128;EDUCACION BASICA;Cerrado;9.35212599;-65.09077002
MP. BOLIVAR;PQ. SAN CRISTOBAL;CENTRO DE EDUCACION INICIAL  FRANCISCO FERRER;EDUCACION INICIAL;Cerrado;10.133829;-64.69381296
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA MANAPOCO;EDUCACION BASICA;Cerrado;9.38238102;-65.02596804
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD  EDUCATIVA INSTITUTO PRIVADO FRANCISCO DE MIRANDA;UNIDAD EDUCATIVA;Cerrado;10.13395797;-64.68419304
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA BASICA ESTADAL  NUMERO 130 GUASTRANTAL;EDUCACION BASICA;Cerrado;9.56406501;-64.982133
MP. BOLIVAR;PQ. EL CARMEN;COMPLEJO EDUCATIVO ESTADAL ANZOATEGUI;EDUCACION BASICA Y SECUNDARIA;Cerrado;10.13495301;-64.68047802
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA NACIONAL NUMERO 53-2004 LAS MARGARITA;EDUCACION BASICA;Cerrado;9.67230801;-64.96320303
MP. BOLIVAR;PQ. EL CARMEN;UNIDAD EDUCATIVA ENRIQUE PEREZ VALENCIA;UNIDAD EDUCATIVA;Cerrado;10.13507001;-64.67497596
MP. BOLIVAR;PQ. EL CARMEN;CENTRO DE EDUCACION INICIAL JOSE FELIX RIBAS;EDUCACION INICIAL;Cerrado;10.13548896;-64.67652396
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA NACIONAL CONCENTRADA CACHEMIRA;EDUCACION BASICA;Cerrado;9.44090001;-64.94563197
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA TECNICA ROBINSONIANA COMERCIAL DOCTOR  FELIPE GUEVARA ROJAS;EDUCACION BASICA;Cerrado;10.13576004;-64.68782697
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA CONCENTRADA LA FUNDACION NUMERO 20-94;EDUCACION BASICA;Cerrado;9.477702;-64.85994801
MP. BOLIVAR;PQ. SAN CRISTOBAL;GRUPO ESCOLAR REPUBLICA DE CHILE;GRUPO ESCOLAR;Cerrado;10.13580504;-64.69287003
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA CONCENTRADA NUMERO 1882-2152 BOQUERON 2;EDUCACION BASICA;Cerrado;9.47799;-64.85789997
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIVERSIDAD SIMON RODRIGUEZ;SUPERIOR;Cerrado;10.13592996;-64.69195599
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA NACIONAL LOS CONEJOS;EDUCACION BASICA;Cerrado;9.48790899;-64.85458599
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA DOCTOR JOSE GIL FORTOUL II ALA IZQUIERDA;UNIDAD EDUCATIVA;Cerrado;10.13605497;-64.70070399
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA BOLIVARIANA  HERMANOS MONAGAS;EDUCACION BASICA;Cerrado;9.46515996;-64.84010004
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA NACIONAL DOCTOR JULIO CAMEJO;UNIDAD EDUCATIVA;Cerrado;10.13688198;-64.69660098
MP. ARAGUA;CM. ARAGUA DE BARCELONA;ESCUELA BOLIVARIANA BARRIO LA CRUZ;EDUCACION BASICA;Cerrado;9.45227097;-64.83784797
MP. ARAGUA;CM. ARAGUA DE BARCELONA;UNIDAD EDUCATIVA CREACION ARAGUA;UNIDAD EDUCATIVA;Cerrado;9.45249696;-64.83404097
MP. ANACO;PQ. ANACO;JARDIN DE INFANCIA LUISA CACERES DE ARISMENDI;EDUCACION INICIAL;Cerrado;9.43976304;-64.46101797
MP. ANACO;PQ. ANACO;UNIDAD EDUCATIVA  VIENTO FRESCO;UNIDAD EDUCATIVA;Cerrado;9.44125596;-64.46155698
MP. ANACO;PQ. ANACO;ESCUELA BASICA JOSE MARIA VARGAS;EDUCACION BASICA;Cerrado;9.44928198;-64.43352198
MP. ANACO;PQ. ANACO;CENTRO DE EDUCACION INICIAL VALLE LINDO;EDUCACION INICIAL;Cerrado;9.46003302;-64.44993897
